"License No.","Business Name",DBA,"License Type",City,County,Expiration
DAAA-468X-GSMA,"The Royal Tree LLC","Euphora Modern Wellness",Dispensary,MUSKOGEE,Muskogee,2023-12-12
DAAA-LGJZ-S1QZ,"Banana River Holdings LLC","Banana River Holdings LLC",Dispensary,Porum,Muskogee,2023-04-04
DAAA-HJ5J-I3FS,"Route 66 Wonderland LLC","OKIE WONDERLAND SAPULPA",Dispensary,TULSA,Creek,2024-04-24
DAAA-41BA-XX6P,"Green Horizons, LLC","Flight 420",Dispensary,SALLISAW,Sequoyah,2024-03-28
DAAA-4JDP-18FU,"Steady Eddi LLC","Steady Eddi LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-10
DAAA-IMQ4-4IOC,"Abide Cannabis Company, LLC","Abide Cannabis Company",Dispensary,EDMOND,Oklahoma,2023-05-30
DAAA-4YJA-IKLV,"TGIC Oklahoma, LLC","TGIC Oklahoma, LLC",Dispensary,BLANCHARD,Grady,2022-11-06
DAAA-IFVZ-EDAH,"Bully Dreamz LLC","Bully Dreamz Dispensary",Dispensary,CORDELL,Washita,2024-03-06
DAAA-NJLO-TSGI,"Happy High Life Inc.","Happy High Life Inc.",Dispensary,SPAVINAW,Mayes,2023-05-22
DAAA-V1LJ-W4TL,"RS.RV Enterprises LLC","Big A Buds Dispensary #4",Dispensary,"MIDWEST CITY",Oklahoma,2022-09-20
DAAA-EYMD-DNBQ,"Purple Moon Dispensary Inc","Purple Moon Broken Arrow",Dispensary,"BROKEN ARROW",Tulsa,2024-10-10
DAAA-NJBV-X8JL,"Pirpich Industries LLC","Big Buds Natural Releaf",Dispensary,CHANDLER,Lincoln,2024-02-02
DAAA-4J55-TIOW,"Kings Reserves LLC","Kings Reserves LLC",Dispensary,ATOKA,Atoka,2024-01-11
DAAA-41O3-0JMW,"Royal Highness life llc.","Royal Highness life llc.",Dispensary,Lexington,Cleveland,2024-03-08
DAAA-EJ0I-MRDF,"GREEN MART LLC","Green Mart",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-07
DAAA-E1M9-4CWH,"S PENNSYLVANIA DISPENSARY, LLC","Xclusive Cannabis S Penn",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-13
DAAA-H4AX-EP7R,"Tha TreeHouse Collective","Tha TreeHouse Collective",Dispensary,HUGO,Choctaw,2024-05-30
DAAA-ZWC3-H3UM,"Happy Place Cannabis LLC","Happy Place Cannabis LLC",Dispensary,"OKLAHOMA CITY",Cleveland,2023-10-30
DAAA-VYTH-ZLJ8,"Angelic Ventures Inc","Fabulous Southside",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-08
DAAA-MJ1R-246S,"DANK PLUG LLC","Dank plug",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-20
DAAA-TOI2-8KUX,"Kotton Mouth Dispensary LLC","Kotton Mouth Dispensary LLC",Dispensary,BETHANY,Oklahoma,2023-09-21
DAAA-EJAR-Z0I6,"Glow Ventures, LLC","Canna Cure Dispensary III",Dispensary,PERKINS,Payne,2024-04-04
DAAA-NK5F-VCQO,"McDonald Family Enterprises, LLC","Urban Bloom",Dispensary,ELGIN,Comanche,2023-10-17
DAAA-GMJP-JIFZ,"Rocket Ship LLC","Stability Cannabis 2901",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-07-28
DAAA-41ZX-WHGW,"Medirec Oklahoma, LLC","Medirec Oklahoma, LLC",Dispensary,"Oklahoma City",Oklahoma,2023-03-20
DAAA-4Y2I-FYA8,"Vertica Organics, LLC","Vertica Organics",Dispensary,NORMAN,Cleveland,2022-10-25
DAAA-LWVG-WFQC,"D-LUXE EXPRESS DISPENSARY, LLC","D-LUXE EXPRESS DISPENSARY, LLC",Dispensary,KIEFER,Creek,2024-01-25
DAAA-BQCK-KCKL,"LIT CC LLC","Lit Cannabis Club",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-07-15
DAAA-NKKJ-PQE4,"FIREHOUSE FARMS LLC","GREENHOUSE REMEDIES DISPENSARY",Dispensary,"MIDWEST CITY",Oklahoma,2023-04-28
DAAA-2GZV-202M,"GONZO GROUP LLC","Humboldt Known Oklahoma Grown",Dispensary,OKMULGEE,Okmulgee,2024-01-26
DAAA-N1U2-RW0J,"Hi Way 66 Dispensary LLC","Hi Way 66 Dispensary LLC",Dispensary,CLINTON,Custer,2023-02-01
DAAA-E1RL-BB6D,"JandK Dispensary LLC","JandK Dispensary LLC",Dispensary,SHAWNEE,Pottawatomie,2024-02-01
DAAA-K82J-VTHV,"Big Boy Dispensary LLC","Big Boy Dispensary",Dispensary,Muskogee,Muskogee,2023-01-27
DAAA-DIJB-NK1H,"Pirpich Industries LLC","Big Buds Natural Releaf",Dispensary,WAGONER,Wagoner,2024-01-27
DAAA-5NKF-PH5G,"1500 West Gentry LLC","Westside Gas Company",Dispensary,CHECOTAH,McIntosh,2024-01-27
DAAA-U05K-ILZ1,"American Dream Dispensary LLC","American Dream Dispensary LLC",Dispensary,BLACKWELL,Kay,2024-01-27
DAAA-VYHO-PMVQ,"Green Box Dispensary LLC","Green Box Dispensary LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-08-08
DAAA-XNNY-XXQ9,"Twisted Roots Dispensary L.L.C.","Twisted Roots Dispensary L.L.C.",Dispensary,TULSA,Tulsa,2023-08-09
DAAA-XUCY-GZBU,"OKC Dispensary LLC","OKC Dispensary LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-08-26
DAAA-VYEP-4YDW,"Cannabliss Cannabis Company LLC","Cannabliss Cannabis Company LLC",Dispensary,LAWTON,Comanche,2023-08-18
DAAA-D8U3-AZG0,"Hilltop Gardens Dispensary OKC","Hilltop Gardens Dispensary OKC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-27
DAAA-EY90-AFHH,"The PotHouse Dispensary LLC","The Pot House",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-08
DAAA-BKMD-G25I,"OKIEBUG HOLDINGS, LLC","OUTLANDISH CANNABIS DISPENSARY",Dispensary,OWASSO,Tulsa,2023-10-20
DAAA-E1DW-FC3J,"Dispensaries Unlimited LLC","The Highway Connection",Dispensary,Goldsby,McClain,2023-09-15
DAAA-TD8D-P0GM,"SlowBurn, LLC","SlowBurn, LLC",Dispensary,Hollis,Harmon,2023-12-15
DAAA-VJQI-FWZA,"Jeffrey Thomas Spanier","Tegridy Market",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-06-03
DAAA-D3IM-353I,"Bobs Buds LLC","Bobs Buds LLC",Dispensary,CALERA,Bryan,2023-11-08
DAAA-4KFV-E5VR,"Black Rain LLC","The Emerald Gallery",Dispensary,TULSA,Tulsa,2023-09-28
DAAA-ZTGQ-AGT0,"GAFFNEY WORLD LLC","Bee High Dispensary and Canna Cafe",Dispensary,NORMAN,Cleveland,2023-11-17
DAAA-6KCI-Q8EN,"MNVF INC","HIGHLIFE DISPENSARY",Dispensary,"DEL CITY",Oklahoma,2022-11-22
DAAA-VYXI-QFVR,"Flying Pig Enterprises, Inc.","Flying Pig Enterprises",Dispensary,MIAMI,Ottawa,2023-12-07
DAAA-2268-UUC7,"2 Dope Chicks, LLC","2 Dope Chicks, LLC",Dispensary,Lawton,Comanche,2024-02-02
DAAA-VJVI-3VOV,"Canna Jacks LLC","Canna Jacks LLC",Dispensary,GROVE,Delaware,2023-12-08
DAAA-9SXR-VPRB,"The Lucky Llama Dispensary LLC","The Lucky Llama Dispensary LLC",Dispensary,MARLOW,Stephens,2023-10-28
DAAA-GHFZ-QG15,"GREEN HEART FARMS LLC","Og Okies",Dispensary,STROUD,Lincoln,2024-01-09
DAAA-VKKG-WPA9,"High Vibez, LLC","High Vibez, LLC",Dispensary,Chickasha,Grady,2023-12-22
DAAA-YAEU-5Y0S,"Vivid Vision Alternative Medicine LLC","Vivid Vision Alternative Medicine",Dispensary,WOODWARD,Woodward,2023-11-28
DAAA-4YKI-BMBP,"OK Roots Dispensary LLC","ROOTS DISPENSARY",Dispensary,SHAWNEE,Pottawatomie,2023-12-08
DAAA-EJBN-XUTA,"SUGAR LEAF, LLC","TRADECRAFT FARMS",Dispensary,"OKLAHOMA CITY",Oklahoma,2022-12-06
DAAA-Q1X1-S30N,"Shanna Jo Todd","Trippy Trees Cannabis Company",Dispensary,VALLIANT,McCurtain,2023-12-08
DAAA-QGYY-4XXF,"Herbal Rhyno LLC","Herbal Rhyno LLC",Dispensary,Ardmore,Carter,2024-02-04
DAAA-E1MH-PSWU,"Higher Garden LLC","Higher Garden",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-14
DAAA-VJPT-YPTF,"LA FINEST DISPENSARY LLC","LA FINEST DISPENSARY",Dispensary,"WARR ACRES",Oklahoma,2023-12-22
DAAA-NJ2T-YOYC,"CHLMST, LLC","Revitalize Wellness",Dispensary,BETHANY,Oklahoma,2023-02-26
DAAA-JMVX-H451,"Doctor Green Bixby LLC","Doctor Green Bixby LLC",Dispensary,BIXBY,Tulsa,2024-02-07
DAAA-VKNE-RZQS,"Wellness Solution Center, LLC","Wellness Solution Center, LLC",Dispensary,HENNEPIN,Garvin,2023-10-25
DAAA-NJHR-4COB,"Holistic Care LLC","Holistic Care LLC",Dispensary,"LONE GROVE",Carter,2023-12-05
DAAA-WVFQ-FPTY,"Cannected Dispensary, Inc.","Cannected Dispensary, Inc.",Dispensary,SAPULPA,Creek,2024-01-09
DAAA-EJC9-4GFI,"Tulsa Cannabis Company LLC","Tulsa Cannabis Co.",Dispensary,TULSA,Tulsa,2023-12-09
DAAA-FYZT-KJHA,"Dent Management, LLC","Tokelahoma's Finest",Dispensary,NORMAN,Cleveland,2023-12-23
DAAA-EYIC-HKXU,"Oklahoma Roots, LLC","Oklahoma Roots",Dispensary,SHAWNEE,Pottawatomie,2023-12-26
DAAA-RGRJ-V8FA,"15249 South 76th Holdings LLC","Skye Flower",Dispensary,BIXBY,Tulsa,2022-12-19
DAAA-VY1D-34VC,"Orange River, LLC","Likewise Cannabis",Dispensary,STILLWATER,Payne,2022-12-28
DAAA-L2RH-BUWL,"Higher Health, Inc.","Higher Health of Miami",Dispensary,MIAMI,Ottawa,2023-02-09
DAAA-6DLO-8O1C,"Ganja, LLC",Ganja,Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-06
DAAA-BPEY-50P8,"Soothe 2, LLC","Hi-Roots 2",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-11
DAAA-DHMU-KPAU,"Rising Altitude, LLC","Craft Cannabis Company",Dispensary,YUKON,Canadian,2024-01-09
DAAA-D6BA-LWKA,"Starseed Cannabis LLC","Starseed Cannabis LLC",Dispensary,Enid,Garfield,2024-02-11
DAAA-Q1FQ-65P1,"Ponca City Dispensary, Inc.","Chronic Co.",Dispensary,"Ponca City",Kay,2024-02-14
DAAA-EYPV-OOZ0,"46 RELEAF NO 3 LLC","Capital Dank Norman Dispensary",Dispensary,NORMAN,Cleveland,2023-09-14
DAAA-R7UD-NRYH,"CHASING WOLVES, LLC","CHASING WOLVES DISPENSARY",Dispensary,"MIDWEST CITY",Oklahoma,2024-02-15
DAAA-3VHE-TPZR,"GREEN CULTURE LLC","Green Culture McAlester",Dispensary,MCALESTER,Pittsburg,2024-02-15
DAAA-7SM9-U93R,"TALLGRASS HORTI-CULTURE & DISPENSARY, LLC","TALLGRASS HORTI-CULTURE & DISPENSARY, LLC",Dispensary,BARNSDALL,Osage,2024-02-15
DAAA-CU57-B1CF,"FAMOUS DISPENSARY LLC","FAMOUS DISPENSARY LLC",Dispensary,Tulsa,Tulsa,2024-02-16
DAAA-VA01-CDH2,"The Arkoma Cannabis Company LLC","Green Monkey Dispensary",Dispensary,Arkoma,"Le Flore",2024-02-16
DAAA-B8RM-OJEB,"Twice Baked Edibles LLC","Green Plus",Dispensary,LAWTON,Comanche,2024-02-25
DAAA-UZCX-3HU2,"Jay SandA LLC","Grand Health Cannabis",Dispensary,Langley,Mayes,2024-02-17
DAAA-6AQR-WE70,"753 LLC","Exhale Brands",Dispensary,SHAWNEE,Pottawatomie,2024-02-17
DAAA-326O-BPB6,"Nationwide enterprises inc","URBN Leaf",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-02-18
DAAA-4B0I-WT1G,"The Cannaboose, LLC","The Cannaboose, LLC",Dispensary,Tahlequah,Cherokee,2024-02-18
DAAA-WQSR-FX7B,"Dank Banq, LLC","Dank Banq, LLC",Dispensary,OWASSO,Tulsa,2024-02-18
DAAA-VJIW-GD7L,"Purple Puddle Growers LLC","Kush Gardens Store 5",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-30
DAAA-NKY8-JWVS,"Green Roots Wellness LLC","Green Roots Wellness LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-28
DAAA-VYYK-MSWH,"Green Culture LLC","Green Culture Grove",Dispensary,GROVE,Delaware,2024-01-15
DAAA-4K1U-BEUU,"Blooms and Buds Dispensary INC","Blooms and Buds Dispensary INC",Dispensary,Salina,Mayes,2023-12-28
DAAA-N1AX-UVXT,"Mellow Mountain Corp","Mellow Mountain",Dispensary,TULSA,Tulsa,2023-12-13
DAAA-V1RH-BAU7,"DRAKKAR ENTERPRISES LLC","EUFLORIA OWASSO",Dispensary,OWASSO,Tulsa,2023-12-31
DAAA-4JRA-I56B,"Greenwood Wellness Dispensary, LLC","Greenwood Wellness Dispensary, LLC",Dispensary,TULSA,Tulsa,2024-02-16
DAAA-VKG6-TDDW,"Happy Root 420 LLC","Happy Root 420 - Pauls Valley",Dispensary,"PAULS VALLEY",Garvin,2023-11-10
DAAA-VJCQ-EBV8,"Patients Other Treatment LLC","Patients Other Treatment LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-18
DAAA-NJYA-GXRN,"Green Haze L L C","Green Haze L L C",Dispensary,MUSKOGEE,Muskogee,2023-11-24
DAAA-PQUZ-3NKC,"Classy Holdings LLC","Full Tilt Cannabis",Dispensary,GROVE,Delaware,2023-11-24
DAAA-AONZ-08EY,"Weedzstock LLC",Weedzstock,Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-02
DAAA-V1ZO-WUG5,"Joe Miranda","Extreme Earth Extracts",Dispensary,"FORT TOWSON",Choctaw,2023-07-20
DAAA-K08G-LP2B,"Jim&Jerrys Bud LLC","Jim&Jerrys Bud",Dispensary,TULSA,Tulsa,2023-01-09
DAAA-NJW9-T0Q6,"High Class Dispensary LLC","High Class Dispensary LLC",Dispensary,TULSA,Tulsa,2024-02-08
DAAA-N8NU-W3NP,"BONNIE BUDZ LLC","TREEHOUSE 47",Dispensary,TAHLEQUAH,Cherokee,2024-01-09
DAAA-PFIH-VXLL,"ALTHEACO LLC","The Yellow House Dispensary",Dispensary,TAHLEQUAH,Cherokee,2023-11-22
DAAA-UISI-Z823,"Fire House LLC","Fire House LLC",Dispensary,BETHANY,Oklahoma,2022-11-29
DAAA-CEBU-AKK1,"The Lifted Green LLC","The Lifted Green LLC",Dispensary,GLENPOOL,Tulsa,2023-11-14
DAAA-LKV1-AWG9,"BIG CHIEF COLLECTIVE 3, LLC","Tropiccanna Duncan",Dispensary,DUNCAN,Stephens,2023-12-23
DAAA-VYX0-LS2U,"Tenkiller Natural Health LLC","Tenkiller Natural Health LLC",Dispensary,VIAN,Sequoyah,2023-08-05
DAAA-E6WV-HNSF,"High Plains Dispensary Inc.","Dragon's Lair",Dispensary,ARDMORE,Carter,2023-11-03
DAAA-QLZ3-0KZD,"18920 WONDERLAND LLC","OKIE WONDERLAND",Dispensary,CATOOSA,Tulsa,2023-12-19
DAAA-CA5Z-CTV3,"American Cannabis Company - 6, LLC","American Cannabis Company, LLC",Dispensary,MOORE,Cleveland,2023-12-19
DAAA-VY4A-UJTV,"RRCF LLC","Red River Cannabis Farms, LLC",Dispensary,IDABEL,McCurtain,2023-12-22
DAAA-NKZ7-NIZR,"Green Acres Dispensary, LLC","Green Acres Dispensary, LLC",Dispensary,CUSHING,Payne,2023-12-08
DAAA-NKRA-BC4X,"BUDZ DISPENSARY LLC","BUDZ DISPENSARY LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-15
DAAA-EKBL-HOFD,"LEWIS DEN LLC","Skunk's Den",Dispensary,Tulsa,Tulsa,2023-12-19
DAAA-4RMT-162Y,"LUNCH BOX LADIES, LLC","GREEN SMILE CANNABLYSS",Dispensary,IDABEL,McCurtain,2023-12-26
DAAA-8HBC-NY7Y,"1315 GUYMON LLC","KUSH GARDENS STORE 6",Dispensary,GUYMON,Texas,2023-11-25
DAAA-CQZL-SDQT,"KRONIK CANNIBIS LLC","KRONIK CANNIBIS LLC",Dispensary,ALTUS,Jackson,2024-01-09
DAAA-TUOW-BL7D,"5609 Duncan LLC","Kush Gardens store 7",Dispensary,DUNCAN,Stephens,2023-12-22
DAAA-GT1I-KSAT,"Ground Zero Dispensary, LLC","Ground Zero Dispensary",Dispensary,Newcastle,McClain,2023-08-12
DAAA-MVUN-IQIP,"Legacy Green, LLC","Legacy Green, LLC",Dispensary,Beggs,Okmulgee,2023-12-12
DAAA-4YAE-YRGF,"THE HEALTH CENTER 918 LLC","THE HEALTH CENTER",Dispensary,TULSA,Tulsa,2024-05-24
DAAA-QUSA-XIWG,"4-C's Shop, LLC","4-C's Shop, LLC",Dispensary,"BROKEN ARROW",Wagoner,2024-01-03
DAAA-W0OP-BN5S,"Dispensary Holdings, LLC","Green Nation Dispo",Dispensary,MUSKOGEE,Muskogee,2024-01-09
DAAA-UAGX-HGXQ,"Dispensary Holdings, LLC","Green Nation Dispo",Dispensary,MUSKOGEE,Muskogee,2023-12-27
DAAA-7AIW-VKIL,"All Natural Solutions LLC","Meds on Main",Dispensary,ADA,Pontotoc,2024-01-05
DAAA-RS5C-FM41,"8888 Wonderland LLC","Okie Wonderland Lewis",Dispensary,TULSA,Tulsa,2024-01-09
DAAA-4KQH-VZAN,"The Mother Land, Inc","The Mother Land, Inc",Dispensary,TULSA,Tulsa,2023-11-21
DAAA-PO9T-RH74,"2920 8TH LLC","Kush Gardens Store 4",Dispensary,WOODWARD,Woodward,2023-12-26
DAAA-ZAZF-GUWR,"420 Sunshine Dispensary, LLC","420 Sunshine Dispensary, LLC",Dispensary,"DEL CITY",Oklahoma,2023-12-26
DAAA-4K8Y-14EN,"GREEN QUEENS MEDICAL MARIJUANA PROCESSOR LLC","GREEN QUEENS MEDICAL MARIJUANA PROCESSOR LLC",Dispensary,TULSA,Tulsa,2023-12-09
DAAA-VJUC-XTNV,"MBJ89 LLC","Dab N Go",Dispensary,"OKLAHOMA CITY",Oklahoma,2025-05-26
DAAA-E1PD-ERMW,"Happy Root 420 LLC","Happy Root 420 - OKC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-25
DAAA-VYJA-GQEY,"High Standards LLC","High Standards",Dispensary,GUTHRIE,Logan,2023-08-30
DAAA-EJFS-FXLK,"Kings Reserves LLC","Kings Reserves LLC",Dispensary,Colbert,Bryan,2024-05-02
DAAA-NKPS-P84T,"Good Vibes Dispensary LLC","Good Vibes Dispensary LLC",Dispensary,"PARK HILL",Cherokee,2023-12-05
DAAA-E1FE-U4OI,"Green Token Oklahoma LLC","Green Token Oklahoma LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-03
DAAA-OBUJ-RUIF,"FOGGY DAZE DISPENSARY LLC",N/A,Dispensary,"POND CREEK",Grant,2021-06-13
DAAA-4KIR-ATYH,"GeoFox LLC","Likewise Cannabis",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-09-15
DAAA-4KYJ-EJEV,"Prairie Drive Ada, LLC","Mosaic Plus Ada",Dispensary,ADA,Pontotoc,2023-12-13
DAAA-VJOV-G33K,"Bison Wellness Co LLC","Bison Cannabis Co.",Dispensary,NEWCASTLE,McClain,2023-09-15
DAAA-VJON-FQKP,"RE-UP LLC","RE-UP LLC",Dispensary,BARTLESVILLE,Washington,2023-08-18
DAAA-EJAO-C191,"Solstice A Cannabis Company LLC","Solstice A Cannabis Company LLC",Dispensary,Tulsa,Tulsa,2023-10-14
DAAA-N1PF-T4M1,"Royal Leaf Cannabis Dispensary, LLC","Royal Leaf Cannabis Dispensary",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-23
DAAA-4134-6AUD,"Headquarters Sixty Six LLC","Headquarters Sixty Six LLC",Dispensary,TULSA,Tulsa,2024-05-05
DAAA-NJQY-X0EU,"TMCCMJ Holdings LLC","Lotus Gold on Memorial",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-04-27
DAAA-N19K-QCCV,"TAGR2, LLC","Anchored Dispensary",Dispensary,GUTHRIE,Logan,2023-12-22
DAAA-41P1-VZMC,"Rose Rock II INC","Twisted Roo",Dispensary,MOORE,Cleveland,2023-12-13
DAAA-VYZQ-HD5H,"Rose Rock LLC","Twisted Roo",Dispensary,NOBLE,Cleveland,2023-11-23
DAAA-2V52-ZIOM,"OG Electric Lettuce, LLC","OG Electric Lettuce, LLC",Dispensary,TULSA,Tulsa,2023-08-30
DAAA-V11A-I6ZQ,"It's Naughta Mirage, LLC","Herbology Zone Medical Dispensary",Dispensary,INOLA,Rogers,2023-08-02
DAAA-OLVU-YRM9,"How High Dispensary LLC","How High Dispensary LLC",Dispensary,Moore,Cleveland,2023-10-12
DAAA-VKGO-4SKC,"Straight Fire LLC","Happy Labs Dispensary",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-08-11
DAAA-NHJQ-XEIQ,"rainforest cannabis llc","rainforest cannabis llc",Dispensary,ARDMORE,Carter,2023-12-28
DAAA-EJIO-VDTI,"Lense 22 Society","Likewise Craft",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-08
DAAA-4K8Y-KZF1,"UWD OK LLC","UWD Norman",Dispensary,NORMAN,Cleveland,2023-06-23
DAAA-EY6E-AWQY,"Seven Star Distributors LLC","Seven Star Dispensary",Dispensary,Tulsa,Tulsa,2023-07-26
DAAA-VYPE-XC2A,"Tulsa Herbal Clinic LLC","Black Majic Cannabis",Dispensary,TULSA,Tulsa,2024-08-24
DAAA-VKWY-KI5L,"Pure Medz, LLC","Pure Medz, LLC",Dispensary,DURANT,Bryan,2023-10-03
DAAA-EY1D-3G1W,"5-80 Gas Station,LLC","5-80 Gas Station,LLC",Dispensary,HUGO,Choctaw,2023-10-06
DAAA-VJLC-ZPU5,"Green Leaf Cannabis LLC","Moodz Dispensary",Dispensary,PURCELL,McClain,2024-04-29
DAAA-NKID-XKHP,"PJ & K Medical LLC","Lotus Gold Warwick",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-12
DAAA-VJZ1-PFIL,"Dakota Ventures LLC","DC's Best Buds",Dispensary,Skiatook,Osage,2023-08-29
DAAA-DFAW-ZXBT,"Dispensary Holdings, LLC","Green Nation Dispo",Dispensary,CLAREMORE,Rogers,2023-11-08
DAAA-OQXU-PM6G,"Dark Cloud Cannabis LLC","Dark Cloud Cannabis LLC",Dispensary,Oologah,Rogers,2023-12-23
DAAA-V1TD-SSF0,"JG and MP Enterprises, L.L.C.","Green Mile",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-05
DAAA-EJLO-WLQU,"West Y Herbal Dispensary","West Y Herbal Dispensary",Dispensary,WELLSTON,Lincoln,2024-01-04
DAAA-VKRT-P5JU,"DRWH Investments LLC","Woke Wellness",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-04-26
DAAA-GHYT-YSWY,"FireMeds llc","FireMeds llc",Dispensary,STILWELL,Adair,2024-01-09
DAAA-N121-65EP,"MaJestic Jane, Inc.","MaJestic Jane, Inc.",Dispensary,Muldrow,Sequoyah,2023-11-29
DAAA-VCCL-GUT0,"ASTORIA GROWERS USA LLC","AMSTERDAM DISPENSARY",Dispensary,TULSA,Tulsa,2023-10-28
DAAA-NJW1-RLXK,"The Royal Tree LLC","Euphora Modern Wellness",Dispensary,TULSA,Tulsa,2023-12-12
DAAA-4KQB-OBRJ,"Fighting Flower, LLC","Fighting Flower, LLC",Dispensary,Catoosa,Wagoner,2023-10-06
DAAA-LC5R-DY1S,"LIFE STYLE DISPENSARIES LLC","LIFE STYLE DISPENSARIES LLC",Dispensary,"BROKEN ARROW",Wagoner,2023-10-24
DAAA-C9OT-JUX6,"The Supply Line, LLC","The Supply Line",Dispensary,PRAGUE,Lincoln,2023-01-09
DAAA-AQML-EH16,"CMC Dispensary LLC","Red Bison Cannabis",Dispensary,SAPULPA,Creek,2023-11-29
DAAA-4YTD-UCZ9,"The Loud Flower L.L.C.","The Loud Flower L.L.C.",Dispensary,YUKON,Canadian,2023-12-09
DAAA-G5EN-FFNV,"KFK LLC","K FOR KUSH SUNNYLANE",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-08-12
DAAA-NROZ-MEBT,"Healing Leaf Cannabis Company LLC","Healing Leaf Cannabis Company LLC",Dispensary,LAWTON,Comanche,2024-06-22
DAAA-NYYN-QJSV,"Ardmore Cannabis Consolidation, LLC","Ardmore Cannabis Consolidation, LLC",Dispensary,ARDMORE,Carter,2023-11-21
DAAA-4K8Y-YVN7,"Highest Releaf Dispensary LLC","Highest Releaf Dispensay",Dispensary,EDMOND,Oklahoma,2023-01-30
DAAA-8MOG-FV2T,"Faded Cannabis LLC","Faded Cannabis LLC",Dispensary,CORDELL,Washita,2023-10-27
DAAA-VFDY-JFLD,"Dr. Okie, LLP","Dr. Okie, LLP",Dispensary,"BROKEN ARROW",Tulsa,2023-11-24
DAAA-MRRY-QQJP,"Green St. LLC","Caked Cannabis",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-27
DAAA-4KGY-OTFQ,"Ezy's House of Dank, LLC","Ezy's House of Dank, LLC",Dispensary,TULSA,Tulsa,2023-10-03
DAAA-EJYD-S1OB,"RE-UP LLC","RE-UP LLC",Dispensary,Tulsa,Tulsa,2023-08-24
DAAA-4KJN-9SOV,"Leaves Of Grass Inc","Leaves Of Grass",Dispensary,"BROKEN BOW",McCurtain,2023-12-27
DAAA-EKQA-OA8J,"JPAZ 2 INC","Cimarron Pharma",Dispensary,GUYMON,Texas,2023-12-26
DAAA-WUMP-RKUP,"Dymond Dispensary LLC","The Farmacy Dispensary Edmond",Dispensary,Edmond,Logan,2023-11-29
DAAA-AJOL-JRVU,"Meeker Medicine Cabinet, LLC","Meeker Medicine Cabinet, LLC",Dispensary,Meeker,Lincoln,2023-11-21
DAAA-ARFD-NGZM,"Native Rootz Cannabis, LLC","Native Rootz Cannabis",Dispensary,ANADARKO,Caddo,2023-11-25
DAAA-NYHS-ZHTA,"Kenneth Dale Allison","FRAPP HOUSE DISPENSARY",Dispensary,"North Miami",Ottawa,2023-12-28
DAAA-PNPF-BWXX,"Smack'd Dispensary LLC","Smack'd Dispensary LLC",Dispensary,"PAULS VALLEY",Garvin,2023-10-04
DAAA-U5RY-AOQB,"DANTE VENTURES, INC","Shangri-La Cannabis Dispensary",Dispensary,Dewey,Washington,2022-12-26
DAAA-EK46-3E90,"Royalty Buds Medical Marijuana Disp","Royalty Buds Medical Marijuana Disp",Dispensary,TULSA,Tulsa,2023-08-24
DAAA-4JKH-WXDM,"LEAF LINX, LLC","Remedy Cannabis Co.",Dispensary,BLANCHARD,Grady,2023-06-07
DAAA-41UL-LLBR,"Westside Wellness LLC","Westside Wellness",Dispensary,"SAND SPRINGS",Tulsa,2023-12-13
DAAA-7W1P-7VMO,"The Higher Csociety Llc","The Higher Csociety Llc",Dispensary,TULSA,Tulsa,2024-02-18
DAAA-NU16-RH5L,"Cannabless Retail 21 LLC",Cannabless,Dispensary,Catoosa,Rogers,2023-02-22
DAAA-XS2W-PJ29,"RAFCO CANNABIS DISPENSARY LLC","RAFCO CANNABIS",Dispensary,Marlow,Comanche,2024-02-22
